;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por concelho do estabelecimento de ensino superior e concelho da residência permanente do aluno, em 2017/18 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Câmara de Lobos; 2; 2; 9; 0; 0; 0; 11; 0; 0; 3; 17; 4; 1; 0; 5; 0; 50; 15; 1; 12; 0; 10; 4; 344; 3; 0; 0; 1; 7; 139; 0; 0; 3; 0; 1; 0; 3; 1; 0; 0; 0; 3; 4; 0; 3; 0; 52; 0; 0; 0; 0; 1; 3; 0; 0; 1; 0; 0; 0; 2; 0; 0; 6; 4; 3
Caminha; 0; 1; 6; 2; 0; 0; 24; 14; 0; 0; 51; 4; 2; 0; 0; 0; 49; 15; 0; 2; 0; 1; 4; 0; 3; 1; 0; 0; 2; 39; 5; 0; 9; 10; 1; 0; 1; 0; 1; 1; 0; 1; 0; 5; 0; 0; 117; 0; 0; 0; 0; 2; 1; 0; 1; 0; 0; 15; 97; 0; 7; 2; 9; 11; 2
Campo Maior; 2; 0; 5; 0; 0; 0; 1; 0; 0; 3; 0; 0; 0; 0; 11; 0; 9; 5; 7; 27; 0; 1; 0; 0; 5; 0; 0; 0; 4; 59; 0; 0; 0; 0; 0; 1; 3; 0; 0; 0; 0; 0; 0; 0; 69; 0; 0; 0; 0; 0; 0; 1; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Cantanhede; 0; 5; 9; 3; 0; 1; 100; 0; 0; 0; 8; 2; 2; 1; 6; 0; 714; 12; 1; 4; 0; 1; 0; 1; 9; 0; 0; 1; 28; 65; 2; 0; 1; 1; 0; 0; 2; 3; 6; 2; 0; 10; 1; 0; 4; 0; 54; 0; 0; 1; 0; 5; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 2; 9; 12
Carrazeda de Ansiães; 0; 1; 0; 0; 0; 0; 8; 1; 0; 0; 5; 31; 0; 0; 3; 0; 12; 3; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 7; 0; 0; 5; 0; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 13; 3
Carregal do Sal; 0; 0; 5; 1; 0; 0; 17; 0; 0; 0; 3; 3; 0; 0; 0; 0; 77; 17; 0; 0; 0; 1; 0; 0; 3; 0; 0; 0; 2; 24; 0; 0; 1; 0; 1; 0; 0; 0; 5; 0; 0; 0; 0; 0; 3; 1; 9; 0; 0; 0; 0; 3; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 57
Cartaxo; 1; 2; 23; 0; 0; 0; 6; 1; 0; 1; 2; 2; 9; 6; 7; 0; 17; 4; 2; 27; 0; 3; 0; 0; 0; 0; 1; 0; 22; 261; 0; 0; 0; 0; 1; 1; 8; 0; 0; 0; 0; 9; 0; 0; 3; 1; 3; 3; 0; 90; 0; 1; 1; 0; 0; 11; 0; 0; 0; 0; 0; 0; 0; 6; 1
Cascais; 1; 1; 383; 27; 0; 4; 14; 0; 5; 13; 13; 3; 21; 412; 11; 0; 55; 23; 1; 43; 0; 30; 0; 2; 4; 2; 1; 0; 19;5 730; 1; 0; 2; 0; 2; 15; 516; 0; 0; 0; 0; 12; 5; 0; 10; 0; 48; 2; 1; 1; 0; 0; 31; 1; 3; 10; 1; 0; 0; 0; 0; 0; 1; 4; 2
Castanheira de Pêra; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 31; 3; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 8; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0
Castelo Branco; 2; 0; 57; 1; 0; 1; 28; 0; 0; 1; 9; 1; 4; 6; 859; 0; 173; 240; 0; 31; 0; 11; 0; 1; 20; 0; 89; 0; 21; 481; 2; 0; 1; 0; 0; 1; 27; 0; 2; 0; 0; 1; 1; 0; 11; 1; 28; 2; 0; 1; 0; 0; 2; 0; 4; 2; 0; 0; 0; 0; 0; 0; 0; 5; 17
Castelo de Paiva; 1; 0; 0; 0; 0; 0; 41; 2; 0; 0; 13; 12; 0; 0; 5; 0; 25; 2; 0; 0; 0; 1; 7; 0; 4; 0; 0; 3; 3; 13; 10; 0; 14; 1; 1; 0; 0; 2; 1; 12; 6; 0; 0; 1; 0; 0; 155; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 0; 1; 11; 22; 19
Castelo de Vide; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 2; 3; 1; 0; 5; 2; 2; 10; 0; 0; 0; 0; 0; 0; 1; 0; 0; 35; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 26; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0
Castro Daire; 0; 0; 2; 0; 0; 0; 18; 1; 0; 2; 4; 8; 0; 0; 5; 0; 83; 15; 0; 1; 0; 1; 0; 0; 11; 0; 2; 7; 5; 32; 0; 0; 0; 0; 3; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 27; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 13; 79
Castro Marim; 0; 0; 5; 0; 0; 0; 0; 0; 0; 6; 1; 0; 2; 0; 0; 0; 4; 3; 0; 5; 0; 63; 0; 1; 1; 0; 0; 0; 0; 38; 0; 0; 0; 0; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 1; 1; 2; 0; 0; 0; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Castro Verde; 0; 0; 13; 1; 0; 0; 0; 0; 0; 49; 1; 0; 0; 1; 2; 0; 4; 1; 0; 12; 0; 26; 0; 0; 0; 0; 0; 0; 1; 73; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Celorico da Beira; 0; 0; 2; 0; 0; 0; 8; 0; 0; 0; 1; 1; 0; 0; 4; 0; 41; 26; 0; 1; 0; 1; 0; 0; 22; 0; 1; 0; 1; 24; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 4; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 9
Celorico de Basto; 0; 0; 2; 0; 1; 0; 9; 8; 0; 0; 64; 56; 0; 1; 0; 0; 24; 9; 0; 0; 17; 1; 18; 0; 3; 1; 0; 0; 1; 19; 4; 0; 21; 0; 7; 0; 0; 1; 0; 2; 0; 0; 0; 1; 1; 0; 109; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 2; 6; 0; 1; 10; 162; 0
Chamusca; 2; 0; 6; 0; 0; 0; 5; 0; 0; 2; 0; 0; 0; 0; 7; 0; 20; 3; 1; 18; 0; 0; 0; 0; 1; 0; 1; 0; 12; 41; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 8; 0; 0; 3; 0; 5; 0; 0; 14; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 1; 2
Chaves; 0; 2; 10; 0; 1; 0; 39; 0; 0; 0; 77; 145; 1; 3; 3; 66; 145; 30; 0; 2; 0; 1; 3; 0; 4; 0; 3; 2; 10; 72; 5; 0; 11; 0; 57; 1; 3; 0; 1; 8; 0; 0; 0; 0; 1; 0; 283; 0; 0; 0; 0; 1; 0; 0; 2; 0; 0; 0; 0; 2; 0; 2; 11; 96; 15
Cinfães; 0; 1; 0; 0; 0; 0; 13; 1; 0; 1; 8; 11; 0; 0; 4; 0; 30; 9; 0; 0; 0; 0; 2; 0; 2; 0; 0; 8; 2; 11; 18; 0; 18; 0; 0; 0; 0; 0; 0; 6; 2; 0; 0; 0; 0; 0; 103; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 13; 17; 37
Coimbra; 0; 0; 17; 1; 0; 3; 106; 0; 0; 0; 26; 9; 19; 26; 14; 0;7 288; 53; 0; 22; 0; 16; 0; 0; 6; 1; 2; 0; 28; 612; 2; 0; 6; 0; 1; 0; 35; 4; 19; 6; 0; 6; 11; 1; 3; 1; 196; 1; 0; 1; 0; 8; 2; 0; 2; 6; 0; 0; 0; 1; 0; 1; 6; 31; 71
Condeixa-a-Nova; 0; 1; 0; 1; 0; 0; 12; 0; 0; 0; 3; 0; 6; 1; 7; 0; 602; 3; 0; 0; 0; 1; 0; 0; 2; 0; 0; 1; 10; 30; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 15; 0; 0; 1; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 2; 3; 6
Constância; 7; 0; 2; 0; 0; 0; 2; 0; 0; 2; 0; 1; 0; 1; 4; 0; 12; 8; 1; 2; 0; 0; 0; 0; 0; 0; 1; 0; 9; 23; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 4; 0; 0; 1; 0; 2; 0; 0; 3; 0; 0; 0; 0; 0; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0
Coruche; 1; 1; 41; 0; 0; 0; 0; 0; 0; 3; 0; 1; 3; 1; 0; 0; 20; 8; 0; 44; 0; 2; 0; 0; 0; 0; 0; 0; 8; 202; 0; 0; 1; 0; 2; 0; 6; 0; 0; 0; 0; 1; 0; 0; 4; 4; 2; 0; 0; 27; 0; 0; 6; 0; 1; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0
Corvo; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Covilhã; 0; 1; 21; 1; 0; 0; 16; 0; 0; 0; 13; 4; 0; 6; 177; 0; 97; 962; 1; 15; 0; 3; 0; 0; 54; 0; 23; 0; 5; 211; 1; 0; 2; 0; 0; 0; 11; 0; 0; 0; 0; 8; 0; 0; 11; 0; 40; 0; 0; 0; 0; 2; 3; 0; 1; 1; 0; 0; 1; 0; 0; 0; 2; 11; 17
Crato; 0; 0; 1; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 6; 0; 2; 2; 0; 9; 0; 3; 0; 0; 2; 0; 0; 0; 1; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 24; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Cuba; 0; 0; 0; 0; 0; 0; 0; 0; 0; 61; 0; 0; 1; 0; 2; 0; 1; 0; 0; 15; 0; 10; 0; 0; 0; 0; 0; 0; 0; 26; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Desconhecido; 1; 1; 320; 0; 0; 0; 52; 2; 0; 1; 7; 0; 0; 48; 0; 0; 1; 0; 0; 70; 0; 1; 0; 0; 16; 0; 0; 0; 1; 360; 0; 0; 14; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 202; 621; 0;1 566; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0
Elvas; 1; 0; 27; 0; 1; 0; 2; 0; 0; 10; 1; 0; 2; 3; 19; 0; 19; 10; 99; 93; 0; 16; 0; 0; 2; 0; 2; 0; 5; 217; 0; 0; 0; 0; 1; 0; 11; 0; 1; 0; 0; 2; 0; 0; 95; 1; 2; 0; 0; 3; 0; 0; 6; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1
Entroncamento; 13; 0; 37; 0; 0; 0; 33; 0; 0; 2; 1; 0; 4; 3; 18; 0; 73; 28; 0; 23; 0; 6; 0; 0; 1; 0; 1; 0; 35; 251; 1; 1; 0; 0; 0; 0; 13; 1; 3; 1; 0; 7; 0; 1; 7; 0; 17; 6; 0; 19; 0; 0; 4; 0; 2; 108; 0; 0; 0; 0; 0; 0; 0; 1; 0
Espinho; 0; 10; 1; 0; 0; 0; 181; 4; 0; 0; 12; 10; 0; 1; 4; 0; 50; 10; 0; 1; 0; 1; 0; 0; 3; 0; 0; 0; 1; 29; 24; 0; 43; 0; 1; 0; 0; 5; 0; 1; 0; 0; 1; 0; 0; 0; 516; 0; 11; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 4; 0; 1; 35; 11; 7
Esposende; 0; 1; 3; 0; 0; 0; 39; 130; 0; 2; 207; 25; 1; 0; 4; 0; 102; 11; 0; 0; 0; 7; 4; 0; 1; 0; 2; 3; 4; 49; 25; 0; 31; 6; 12; 0; 2; 0; 1; 9; 1; 1; 0; 19; 0; 0; 329; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 9; 137; 11; 1; 5; 18; 11; 7
Estarreja; 0; 36; 0; 0; 0; 0; 216; 0; 0; 1; 5; 0; 0; 0; 9; 0; 77; 21; 0; 6; 0; 1; 3; 0; 15; 0; 0; 1; 12; 50; 9; 0; 7; 0; 1; 0; 2; 26; 2; 1; 0; 2; 0; 0; 3; 0; 104; 0; 4; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 13; 4; 20
Estremoz; 1; 1; 16; 1; 0; 0; 3; 0; 0; 14; 1; 0; 0; 1; 5; 0; 8; 6; 11; 81; 0; 11; 0; 0; 2; 0; 0; 0; 1; 145; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 22; 0; 0; 0; 0; 1; 0; 0; 7; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0
Évora; 1; 1; 79; 4; 0; 2; 8; 0; 1; 57; 7; 1; 3; 8; 17; 0; 36; 10; 10;1 257; 0; 49; 0; 1; 0; 0; 1; 0; 4; 647; 0; 0; 1; 0; 0; 1; 22; 0; 0; 0; 0; 6; 2; 0; 29; 2; 15; 1; 0; 7; 0; 1; 36; 0; 1; 3; 0; 0; 0; 0; 0; 0; 4; 2; 1
Fafe; 0; 3; 5; 1; 4; 0; 35; 28; 0; 0; 381; 68; 3; 1; 3; 0; 98; 38; 1; 1; 130; 2; 60; 0; 2; 0; 1; 2; 6; 42; 11; 0; 20; 0; 19; 0; 3; 0; 2; 14; 0; 1; 0; 3; 0; 0; 278; 0; 0; 1; 0; 0; 1; 0; 0; 3; 0; 1; 14; 5; 0; 14; 18; 49; 6
Faro; 1; 0; 56; 3; 0; 0; 5; 0; 0; 31; 6; 2; 4; 7; 4; 0; 56; 7; 2; 48; 0;1 689; 0; 0; 0; 2; 0; 0; 3; 541; 2; 0; 1; 1; 2; 1; 15; 1; 0; 0; 0; 1; 1; 0; 3; 21; 24; 0; 0; 2; 0; 0; 8; 5; 3; 3; 0; 0; 0; 0; 0; 0; 1; 2; 3
Felgueiras; 1; 3; 0; 0; 0; 0; 51; 15; 0; 1; 209; 98; 2; 1; 4; 0; 101; 24; 0; 7; 22; 1; 214; 0; 6; 0; 1; 1; 11; 58; 18; 0; 34; 1; 20; 0; 0; 0; 3; 31; 0; 1; 1; 2; 2; 0; 382; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 3; 11; 5; 0; 5; 26; 124; 13
Ferreira do Alentejo; 0; 0; 7; 0; 0; 0; 1; 0; 0; 61; 0; 0; 1; 0; 3; 0; 5; 0; 0; 15; 0; 6; 0; 0; 0; 0; 0; 0; 0; 51; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Ferreira do Zêzere; 0; 0; 3; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 1; 6; 0; 39; 7; 0; 6; 0; 1; 0; 1; 1; 0; 3; 0; 13; 44; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 3; 0; 0; 1; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 42; 0; 0; 0; 0; 0; 0; 0; 0; 0
Figueira da Foz; 2; 8; 13; 2; 0; 0; 141; 1; 0; 0; 10; 4; 11; 5; 23; 0; 998; 40; 0; 19; 1; 12; 1; 0; 11; 0; 1; 0; 148; 242; 3; 0; 1; 0; 0; 0; 19; 1; 9; 0; 0; 16; 3; 1; 3; 1; 82; 2; 0; 5; 0; 6; 3; 0; 1; 3; 0; 0; 2; 1; 0; 0; 4; 5; 17
Figueira de Castelo Rodrigo; 1; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 4; 0; 0; 9; 0; 18; 17; 0; 0; 0; 0; 0; 0; 28; 0; 1; 1; 1; 7; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 5
Figueiró dos Vinhos; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 1; 2; 2; 0; 53; 2; 0; 2; 0; 3; 0; 0; 0; 0; 1; 0; 13; 16; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 1; 1; 1
Fornos de Algodres; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 1; 1; 0; 0; 1; 0; 23; 8; 0; 0; 0; 1; 0; 0; 8; 0; 0; 2; 1; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 28
Freixo de Espada à Cinta; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 19; 0; 0; 2; 0; 5; 4; 0; 0; 0; 1; 0; 0; 2; 0; 0; 0; 0; 3; 0; 0; 0; 0; 6; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 1
Fronteira; 0; 0; 3; 0; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 3; 0; 3; 3; 1; 13; 0; 2; 0; 0; 1; 0; 1; 0; 0; 14; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19; 1; 1; 0; 0; 1; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Funchal; 1; 1; 70; 5; 0; 2; 42; 3; 1; 13; 85; 9; 7; 44; 14; 0; 175; 51; 1; 42; 0; 29; 5;1 349; 9; 0; 2; 0; 23;1 199; 7; 0; 14; 1; 2; 1; 60; 2; 4; 4; 0; 4; 3; 1; 2; 0; 285; 6; 0; 6; 0; 0; 11; 0; 1; 7; 0; 0; 4; 5; 0; 2; 21; 33; 18
Fundão; 0; 0; 10; 0; 0; 0; 27; 0; 0; 0; 7; 6; 5; 2; 193; 0; 51; 237; 0; 15; 0; 3; 0; 0; 26; 0; 19; 0; 4; 126; 0; 0; 0; 0; 2; 0; 10; 0; 0; 2; 0; 3; 0; 0; 5; 1; 17; 0; 0; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 1; 0; 1; 2; 2; 7
Gavião; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 5; 0; 0; 4; 1; 3; 0; 1; 0; 0; 0; 0; 1; 0; 1; 24; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 5; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Góis; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 59; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1
Golegã; 1; 0; 0; 0; 0; 0; 3; 0; 0; 1; 0; 0; 2; 0; 2; 0; 6; 4; 0; 6; 0; 3; 0; 0; 0; 0; 0; 0; 11; 46; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 5; 0; 0; 2; 0; 1; 0; 0; 27; 0; 0; 0; 0; 0; 16; 0; 0; 0; 0; 0; 0; 0; 1; 0
Gondomar; 1; 3; 9; 3; 0; 0; 104; 27; 0; 2; 116; 17; 4; 1; 7; 0; 75; 34; 0; 3; 0; 8; 22; 1; 6; 0; 1; 3; 8; 136; 322; 0; 428; 6; 8; 0; 2; 5; 0; 45; 0; 2; 0; 7; 1; 1;3 054; 0; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 12; 71; 0; 4; 250; 52; 13
Gouveia; 0; 0; 2; 0; 0; 1; 21; 0; 0; 0; 3; 8; 1; 0; 19; 0; 85; 16; 0; 1; 0; 1; 0; 0; 37; 0; 0; 0; 5; 42; 2; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 13; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 6; 27
Grândola; 1; 0; 9; 1; 0; 0; 1; 1; 3; 30; 1; 0; 0; 1; 5; 0; 5; 0; 0; 21; 0; 24; 0; 0; 0; 0; 0; 0; 4; 106; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 1; 1; 2; 0; 0; 1; 1; 0; 36; 1; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0
Guarda; 1; 2; 28; 1; 0; 0; 76; 1; 0; 0; 11; 10; 6; 6; 63; 1; 289; 283; 0; 15; 0; 6; 0; 0; 499; 0; 8; 3; 8; 305; 1; 0; 4; 0; 3; 0; 15; 0; 0; 4; 0; 0; 0; 0; 3; 0; 90; 2; 0; 2; 0; 13; 3; 0; 0; 2; 0; 0; 0; 2; 0; 0; 2; 22; 58
Guimarães; 0; 1; 10; 1; 11; 0; 83; 323; 0; 1;2 072; 131; 4; 3; 5; 0; 243; 88; 0; 14; 127; 13; 116; 0; 24; 21; 2; 1; 12; 156; 83; 0; 67; 7; 53; 0; 3; 5; 3; 19; 1; 2; 1; 13; 2; 0; 870; 0; 0; 1; 0; 11; 3; 0; 2; 9; 0; 10; 98; 24; 1; 159; 58; 257; 22
Horta; 0; 0; 8; 0; 0; 10; 23; 1; 0; 3; 11; 9; 0; 0; 4; 0; 31; 2; 0; 4; 0; 7; 0; 1; 2; 0; 0; 0; 7; 142; 0; 0; 7; 0; 1; 0; 1; 1; 0; 0; 0; 0; 57; 0; 3; 0; 24; 2; 0; 1; 0; 0; 4; 0; 0; 1; 0; 0; 0; 2; 0; 5; 7; 0; 1
Idanha-a-Nova; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 1; 37; 0; 7; 19; 0; 4; 0; 0; 0; 0; 1; 0; 35; 0; 2; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0
Ílhavo; 0; 88; 6; 0; 0; 0; 592; 2; 0; 0; 17; 4; 2; 2; 4; 0; 334; 20; 0; 5; 0; 3; 2; 0; 21; 0; 0; 3; 16; 89; 5; 0; 2; 0; 3; 0; 12; 22; 10; 0; 0; 3; 1; 1; 0; 0; 123; 4; 2; 0; 0; 3; 1; 0; 0; 3; 0; 1; 0; 0; 0; 0; 4; 13; 44
Lagoa (Algarve); 1; 0; 16; 1; 0; 0; 5; 0; 2; 14; 2; 0; 1; 0; 10; 0; 30; 8; 0; 30; 0; 113; 0; 0; 0; 0; 1; 1; 4; 134; 0; 0; 0; 0; 0; 0; 7; 0; 1; 0; 0; 1; 0; 0; 2; 71; 5; 1; 0; 0; 1; 0; 6; 15; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1
Lagoa (R.A.A.); 0; 0; 3; 0; 0; 12; 0; 0; 0; 0; 7; 0; 2; 0; 0; 0; 17; 1; 0; 5; 0; 3; 1; 0; 0; 0; 1; 0; 2; 76; 1; 0; 4; 0; 0; 0; 3; 0; 0; 0; 0; 0; 148; 0; 0; 0; 21; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 4; 3; 0
