;Tabela 3.1 - Inscritos em estabelecimentos de ensino superior residentes em Portugal por concelho do estabelecimento de ensino superior e concelho da residência permanente do aluno, em 2017/18 - Todos os cursos/ciclos de estudos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ourém; 3; 2; 38; 0; 0; 0; 57; 0; 1; 1; 2; 2; 54; 5; 32; 0; 235; 32; 0; 34; 0; 20; 1; 0; 2; 0; 3; 0; 393; 405; 1; 1; 1; 0; 0; 0; 15; 0; 1; 2; 0; 29; 1; 1; 14; 1; 40; 2; 0; 14; 0; 0; 2; 0; 0; 45; 0; 0; 0; 0; 0; 0; 0; 3; 10
Ourique; 0; 0; 3; 0; 0; 0; 0; 0; 0; 22; 0; 0; 0; 0; 1; 0; 3; 1; 0; 3; 0; 19; 0; 0; 0; 0; 0; 0; 0; 38; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Ovar; 1; 32; 3; 0; 0; 1; 404; 1; 0; 3; 26; 6; 8; 2; 13; 0; 139; 26; 0; 6; 0; 4; 2; 0; 7; 0; 0; 0; 7; 57; 27; 0; 39; 0; 0; 0; 4; 23; 0; 4; 0; 3; 1; 1; 2; 0; 609; 0; 74; 0; 0; 3; 0; 0; 1; 3; 0; 0; 3; 7; 0; 0; 60; 20; 23
Paços de Ferreira; 0; 1; 2; 0; 0; 0; 55; 19; 0; 1; 123; 46; 0; 0; 4; 0; 108; 26; 0; 3; 0; 3; 56; 0; 7; 0; 0; 7; 4; 51; 76; 0; 75; 5; 12; 0; 0; 0; 0; 45; 6; 0; 0; 0; 1; 1; 572; 0; 0; 0; 0; 2; 2; 0; 0; 2; 0; 1; 12; 11; 0; 3; 48; 94; 11
Palmela; 0; 0; 198; 3; 0; 0; 7; 0; 22; 6; 1; 3; 5; 13; 10; 0; 15; 3; 1; 66; 0; 19; 0; 0; 0; 0; 0; 2; 6; 964; 1; 0; 0; 0; 0; 2; 20; 0; 0; 1; 0; 3; 0; 0; 5; 0; 17; 1; 0; 1; 0; 0; 452; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 5; 0
Pampilhosa da Serra; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 6; 0; 19; 6; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 2; 4; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Paredes; 1; 2; 2; 0; 0; 1; 59; 11; 0; 0; 62; 59; 2; 0; 4; 0; 77; 21; 0; 4; 1; 3; 113; 0; 10; 0; 1; 1; 5; 54; 73; 0; 149; 1; 16; 1; 2; 7; 2; 157; 20; 2; 1; 0; 0; 0;1 157; 0; 0; 0; 0; 2; 0; 0; 0; 1; 0; 4; 11; 12; 0; 2; 82; 103; 3
Paredes de Coura; 0; 0; 0; 0; 0; 0; 2; 9; 0; 0; 26; 3; 0; 0; 2; 0; 13; 3; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 2; 11; 0; 0; 2; 4; 1; 0; 0; 0; 2; 2; 0; 0; 0; 5; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 38; 0; 0; 0; 4; 4; 0
Pedrógão Grande; 0; 0; 2; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 7; 0; 27; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 7; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 1; 0; 0
Penacova; 0; 1; 0; 0; 0; 0; 3; 1; 0; 0; 0; 2; 3; 0; 5; 0; 297; 4; 0; 2; 0; 3; 0; 0; 0; 0; 2; 0; 3; 15; 1; 0; 0; 0; 0; 0; 0; 1; 4; 1; 0; 1; 0; 0; 1; 0; 5; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 3
Penafiel; 0; 3; 2; 0; 0; 1; 42; 10; 0; 0; 71; 131; 0; 0; 5; 0; 103; 46; 1; 4; 3; 5; 57; 0; 8; 0; 0; 4; 4; 68; 53; 0; 84; 0; 33; 1; 0; 2; 2; 103; 56; 0; 1; 0; 1; 0; 921; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 4; 8; 0; 4; 74; 107; 14
Penalva do Castelo; 0; 1; 0; 0; 0; 0; 22; 0; 0; 0; 1; 4; 0; 0; 4; 0; 22; 14; 0; 0; 0; 0; 0; 0; 10; 0; 1; 7; 2; 19; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 63
Penamacor; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 18; 0; 3; 22; 0; 1; 0; 1; 0; 0; 7; 0; 5; 0; 0; 13; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 0; 1; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3
Penedono; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 3; 0; 1; 1; 0; 10; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 3; 1; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 26
Penela; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 2; 0; 1; 0; 121; 2; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 12; 9; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 1; 2; 0; 0; 1; 0; 0; 0; 0; 1; 0
Peniche; 0; 0; 20; 0; 0; 1; 10; 0; 0; 1; 0; 0; 32; 5; 3; 0; 39; 8; 2; 2; 0; 6; 0; 1; 1; 0; 1; 0; 87; 254; 1; 0; 0; 0; 0; 1; 8; 0; 0; 0; 0; 126; 0; 0; 2; 1; 7; 4; 0; 6; 0; 0; 1; 0; 1; 2; 3; 0; 0; 0; 0; 0; 0; 0; 0
Peso da Régua; 1; 0; 2; 1; 0; 0; 18; 0; 0; 1; 11; 50; 0; 1; 3; 2; 46; 6; 0; 1; 0; 1; 1; 0; 3; 0; 0; 20; 4; 19; 7; 0; 8; 0; 7; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 108; 0; 0; 2; 0; 1; 1; 0; 0; 0; 0; 0; 1; 3; 0; 0; 7; 111; 20
Pinhel; 0; 0; 1; 0; 0; 0; 10; 0; 1; 0; 2; 1; 0; 0; 18; 0; 43; 45; 1; 2; 0; 1; 1; 0; 48; 0; 2; 1; 1; 23; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 1; 0; 0; 0; 0; 0; 2; 0; 1; 1; 0; 0; 0; 2; 4; 7
Pombal; 2; 0; 16; 0; 0; 1; 77; 0; 1; 3; 11; 5; 36; 4; 25; 0; 473; 43; 1; 18; 0; 9; 0; 0; 7; 0; 1; 0; 432; 232; 1; 3; 3; 1; 2; 0; 19; 0; 4; 5; 0; 26; 1; 0; 3; 0; 63; 1; 0; 7; 0; 5; 3; 0; 1; 18; 0; 1; 0; 1; 0; 0; 3; 6; 11
Ponta Delgada; 0; 0; 37; 0; 0; 38; 16; 2; 0; 2; 33; 16; 6; 11; 6; 0; 111; 13; 0; 19; 0; 11; 1; 1; 1; 0; 2; 0; 13; 520; 3; 0; 11; 2; 3; 0; 45; 3; 10; 1; 0; 2;1 013; 4; 4; 0; 142; 2; 0; 2; 0; 1; 7; 0; 1; 5; 0; 0; 1; 4; 0; 0; 13; 14; 14
Ponta do Sol; 0; 0; 1; 0; 0; 1; 3; 1; 0; 0; 3; 1; 1; 0; 4; 0; 20; 5; 0; 3; 0; 2; 0; 76; 1; 0; 0; 0; 1; 47; 2; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 16; 0; 0; 2; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 3; 0
Ponte da Barca; 1; 2; 0; 0; 0; 0; 9; 13; 0; 0; 87; 7; 1; 0; 1; 0; 17; 12; 0; 1; 0; 0; 2; 0; 1; 0; 0; 0; 4; 14; 1; 0; 1; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 7; 1; 0; 41; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 65; 2; 1; 0; 2; 5; 3
Ponte de Lima; 1; 0; 2; 0; 0; 0; 48; 57; 0; 1; 312; 30; 1; 2; 2; 0; 83; 29; 0; 1; 0; 1; 2; 0; 5; 0; 0; 0; 4; 49; 2; 0; 10; 12; 7; 0; 2; 0; 1; 3; 0; 0; 0; 67; 1; 0; 217; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 20; 214; 3; 7; 2; 18; 45; 7
Ponte de Sor; 4; 0; 17; 0; 0; 0; 8; 0; 0; 2; 0; 0; 0; 1; 52; 0; 30; 16; 4; 53; 0; 10; 0; 0; 0; 0; 0; 0; 10; 143; 1; 0; 2; 0; 0; 1; 3; 0; 1; 0; 0; 2; 0; 0; 50; 0; 2; 1; 0; 5; 0; 0; 17; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 0; 1
Portalegre; 3; 0; 31; 0; 0; 0; 7; 0; 0; 4; 0; 0; 1; 4; 33; 0; 31; 16; 10; 70; 0; 7; 0; 0; 7; 0; 1; 0; 15; 266; 0; 0; 0; 0; 0; 0; 13; 0; 0; 0; 0; 1; 0; 0; 342; 1; 9; 0; 0; 0; 0; 3; 8; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0; 1; 1
Portel; 0; 0; 2; 0; 0; 0; 1; 0; 0; 26; 0; 0; 1; 0; 0; 0; 3; 2; 0; 50; 0; 7; 0; 0; 0; 0; 0; 0; 0; 21; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 0; 0; 0; 0; 4; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Portimão; 1; 0; 55; 4; 0; 2; 11; 0; 0; 43; 5; 5; 3; 5; 18; 0; 48; 9; 3; 84; 0; 280; 0; 0; 3; 0; 0; 0; 8; 432; 0; 0; 1; 0; 1; 1; 17; 0; 0; 2; 0; 4; 0; 0; 5; 187; 26; 3; 0; 1; 0; 0; 27; 25; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3
Porto; 0; 2; 12; 14; 0; 1; 146; 23; 0; 1; 280; 19; 14; 11; 9; 0; 347; 43; 0; 15; 2; 21; 24; 2; 8; 3; 1; 3; 3; 520; 346; 0; 723; 2; 12; 0; 18; 6; 1; 86; 1; 1; 2; 21; 3; 0;9 493; 0; 0; 0; 0; 4; 2; 0; 2; 1; 0; 2; 12; 130; 0; 7; 327; 109; 10
Porto de Mós; 0; 1; 13; 0; 1; 1; 33; 1; 0; 3; 1; 1; 25; 3; 15; 0; 119; 13; 1; 19; 0; 5; 0; 0; 5; 0; 0; 0; 243; 224; 1; 3; 1; 0; 0; 0; 9; 0; 0; 0; 0; 10; 0; 0; 4; 0; 19; 4; 0; 8; 0; 0; 2; 0; 0; 9; 0; 0; 0; 0; 0; 0; 1; 2; 5
Porto Moniz; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 5; 2; 0; 4; 0; 0; 0; 27; 0; 0; 0; 0; 2; 10; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 9; 1; 0; 1; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0
Porto Santo; 0; 0; 4; 1; 0; 0; 0; 0; 0; 2; 2; 0; 0; 0; 0; 0; 8; 1; 0; 0; 0; 3; 0; 14; 0; 0; 0; 0; 1; 35; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 4; 0; 5; 0; 0; 0; 0; 0; 1; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 2; 0
Póvoa de Lanhoso; 0; 0; 0; 0; 10; 0; 7; 56; 0; 0; 302; 22; 1; 2; 0; 0; 19; 12; 0; 1; 10; 0; 2; 0; 6; 0; 1; 0; 1; 15; 2; 0; 0; 2; 4; 0; 0; 1; 0; 3; 0; 1; 1; 5; 1; 0; 50; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 2; 24; 0; 0; 11; 6; 23; 3
Póvoa de Varzim; 0; 3; 4; 1; 0; 1; 50; 110; 0; 0; 183; 15; 2; 1; 8; 0; 93; 25; 0; 7; 1; 7; 9; 0; 5; 1; 0; 0; 5; 73; 96; 0; 94; 0; 3; 0; 4; 1; 2; 10; 1; 0; 3; 22; 0; 0; 907; 0; 0; 0; 0; 2; 0; 0; 0; 2; 0; 6; 99; 74; 0; 28; 53; 43; 8
Povoação; 0; 0; 3; 0; 0; 1; 0; 0; 0; 0; 4; 0; 0; 0; 1; 0; 12; 0; 0; 2; 0; 2; 0; 0; 0; 0; 0; 0; 1; 10; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 0; 1; 54; 0; 1; 0; 6; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0
Proença-a-Nova; 1; 0; 12; 0; 0; 0; 4; 0; 0; 0; 0; 1; 0; 1; 44; 0; 39; 16; 0; 3; 0; 3; 0; 0; 4; 0; 3; 0; 7; 60; 0; 0; 0; 0; 1; 1; 4; 0; 1; 0; 0; 5; 0; 0; 11; 0; 2; 3; 0; 1; 0; 1; 1; 0; 0; 6; 0; 0; 0; 1; 0; 0; 0; 0; 1
Redondo; 0; 0; 4; 0; 0; 0; 1; 0; 0; 13; 1; 0; 2; 2; 4; 0; 6; 0; 8; 68; 0; 2; 0; 0; 0; 0; 0; 0; 0; 79; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 10; 0; 3; 1; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Reguengos de Monsaraz; 0; 0; 8; 0; 0; 0; 0; 0; 2; 28; 1; 0; 0; 0; 1; 0; 4; 0; 0; 99; 0; 16; 0; 0; 0; 0; 0; 0; 2; 56; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 1; 0; 2; 0; 1; 6; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1
Resende; 0; 0; 0; 0; 0; 0; 9; 1; 0; 0; 5; 27; 0; 0; 2; 0; 17; 6; 0; 0; 0; 1; 1; 0; 6; 0; 0; 27; 3; 8; 1; 0; 3; 0; 2; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 69; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 8; 25; 30
Ribeira Brava; 0; 0; 9; 0; 0; 1; 0; 3; 0; 3; 5; 0; 1; 0; 7; 0; 23; 7; 0; 6; 0; 3; 1; 150; 1; 0; 0; 0; 7; 56; 1; 0; 2; 0; 0; 1; 2; 0; 0; 0; 0; 4; 4; 0; 1; 0; 19; 0; 0; 1; 0; 1; 5; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 4; 1
Ribeira de Pena; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 8; 14; 0; 0; 0; 1; 13; 4; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 1; 4; 0; 0; 5; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 29; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 6; 50; 2
Ribeira Grande; 0; 0; 8; 0; 0; 18; 10; 1; 0; 2; 14; 1; 3; 1; 3; 0; 38; 9; 0; 10; 0; 2; 0; 0; 2; 0; 1; 0; 10; 106; 0; 0; 0; 0; 0; 0; 5; 1; 0; 0; 0; 5; 342; 0; 1; 0; 32; 0; 0; 2; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 0; 0; 5; 6; 2
Rio Maior; 0; 0; 22; 0; 0; 1; 7; 0; 0; 1; 1; 0; 18; 6; 13; 0; 30; 7; 0; 14; 0; 7; 0; 1; 0; 0; 0; 1; 79; 221; 1; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 23; 2; 0; 1; 3; 3; 11; 0; 32; 0; 1; 1; 1; 0; 5; 0; 0; 0; 0; 0; 0; 0; 4; 1
Sabrosa; 0; 0; 0; 0; 0; 1; 7; 0; 1; 0; 4; 14; 0; 0; 0; 0; 8; 7; 0; 0; 0; 0; 0; 0; 1; 0; 0; 3; 0; 8; 0; 0; 0; 0; 5; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 49; 0
Sabugal; 0; 1; 3; 0; 0; 0; 12; 0; 0; 0; 0; 3; 0; 0; 13; 0; 30; 32; 0; 6; 0; 0; 1; 0; 30; 0; 3; 4; 3; 40; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 2; 0; 10; 0; 0; 0; 0; 1; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8
Salvaterra de Magos; 1; 4; 24; 0; 0; 0; 2; 0; 1; 1; 0; 1; 10; 0; 11; 0; 18; 7; 0; 26; 0; 6; 0; 0; 2; 0; 0; 0; 13; 236; 0; 0; 0; 0; 0; 0; 12; 0; 0; 0; 0; 5; 1; 0; 2; 0; 6; 3; 0; 49; 0; 0; 5; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 1
Santa Comba Dão; 0; 2; 4; 0; 0; 0; 28; 0; 0; 0; 2; 1; 0; 2; 9; 0; 122; 15; 0; 3; 0; 1; 0; 0; 5; 0; 0; 1; 2; 35; 0; 0; 0; 0; 0; 0; 2; 0; 5; 0; 0; 0; 1; 0; 0; 0; 18; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 56
Santa Cruz; 1; 0; 17; 2; 0; 0; 17; 0; 1; 4; 27; 5; 4; 0; 7; 0; 52; 15; 0; 17; 0; 14; 1; 485; 2; 0; 0; 1; 14; 310; 0; 0; 4; 0; 1; 1; 11; 3; 0; 0; 0; 3; 5; 0; 2; 1; 94; 0; 0; 3; 0; 0; 8; 0; 0; 1; 0; 0; 0; 2; 0; 0; 9; 9; 4
Santa Cruz da Graciosa; 0; 0; 0; 0; 0; 10; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 7; 1; 1; 2; 0; 2; 0; 0; 0; 0; 0; 0; 3; 22; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 0; 2; 15; 0; 0; 0; 9; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 1; 0
Santa Cruz das Flores; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 24; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
Santa Maria da Feira; 0; 22; 8; 1; 0; 0; 557; 3; 0; 0; 85; 24; 12; 5; 18; 0; 347; 85; 0; 9; 0; 11; 5; 0; 6; 0; 1; 9; 18; 143; 87; 0; 148; 2; 5; 0; 3; 110; 6; 24; 0; 5; 1; 0; 1; 0;1 757; 1; 181; 1; 0; 6; 1; 1; 0; 2; 0; 1; 12; 20; 0; 0; 167; 71; 42
Santa Marta de Penaguião; 0; 0; 1; 0; 0; 0; 2; 0; 0; 0; 7; 36; 0; 0; 1; 0; 12; 4; 0; 0; 0; 1; 0; 0; 1; 0; 0; 4; 2; 7; 1; 0; 3; 0; 5; 0; 0; 0; 0; 2; 0; 0; 1; 0; 0; 0; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 5; 59; 1
Santana; 0; 0; 5; 0; 0; 0; 3; 0; 0; 3; 4; 0; 1; 0; 3; 0; 19; 5; 0; 5; 0; 3; 0; 82; 0; 0; 0; 0; 3; 37; 0; 0; 6; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 2; 0; 12; 2; 0; 1; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 3; 4; 0
Santarém; 7; 0; 86; 1; 0; 1; 25; 0; 2; 1; 3; 1; 10; 11; 16; 0; 131; 32; 3; 63; 0; 22; 0; 1; 2; 0; 3; 0; 88; 917; 0; 0; 2; 0; 1; 1; 33; 0; 3; 1; 0; 27; 0; 0; 6; 1; 20; 16; 0; 230; 0; 0; 17; 0; 2; 31; 0; 0; 0; 3; 0; 0; 1; 1; 4
Santiago do Cacém; 0; 0; 56; 0; 0; 0; 5; 0; 15; 65; 2; 1; 2; 6; 9; 0; 8; 6; 0; 48; 0; 46; 0; 0; 0; 0; 1; 0; 3; 260; 0; 0; 0; 0; 2; 0; 7; 0; 0; 0; 0; 2; 1; 0; 1; 1; 3; 1; 0; 0; 36; 0; 118; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2
Santo Tirso; 0; 0; 2; 1; 0; 0; 49; 47; 0; 2; 322; 48; 2; 2; 7; 0; 73; 23; 0; 5; 3; 8; 44; 0; 3; 1; 0; 1; 6; 71; 110; 0; 76; 0; 7; 0; 0; 0; 0; 15; 0; 2; 0; 9; 0; 0; 896; 0; 0; 0; 0; 1; 1; 0; 0; 2; 0; 1; 12; 27; 0; 58; 56; 52; 7
São Brás de Alportel; 0; 0; 4; 0; 0; 0; 0; 1; 0; 9; 0; 0; 0; 0; 3; 0; 5; 3; 0; 7; 0; 133; 1; 0; 0; 0; 0; 0; 0; 51; 0; 0; 1; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 1; 3; 6; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0
São João da Madeira; 0; 2; 3; 0; 0; 0; 114; 0; 0; 0; 21; 5; 2; 0; 2; 0; 117; 18; 0; 1; 0; 3; 1; 0; 11; 1; 0; 1; 5; 40; 9; 0; 18; 1; 1; 0; 2; 15; 1; 7; 0; 1; 0; 0; 0; 0; 244; 1; 44; 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 6; 0; 0; 13; 9; 21
São João da Pesqueira; 0; 0; 1; 0; 0; 0; 2; 1; 0; 0; 5; 13; 0; 0; 0; 0; 40; 4; 0; 0; 0; 0; 1; 0; 14; 0; 1; 2; 1; 10; 1; 0; 3; 0; 7; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 15; 30
São Pedro do Sul; 0; 6; 6; 0; 0; 0; 27; 0; 0; 0; 0; 2; 2; 1; 4; 0; 106; 14; 0; 1; 0; 0; 0; 0; 9; 0; 1; 3; 2; 48; 0; 0; 2; 0; 1; 0; 2; 2; 1; 1; 0; 0; 0; 1; 1; 0; 45; 0; 0; 0; 0; 5; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 13; 105
São Roque do Pico; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 7; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 2; 36; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 15; 0; 1; 0; 6; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0
São Vicente; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 2; 1; 0; 1; 0; 7; 1; 1; 0; 0; 3; 0; 39; 1; 0; 0; 0; 4; 32; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 12; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0
Sardoal; 5; 0; 3; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 1; 9; 0; 8; 17; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 4; 30; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 2; 0; 0; 2; 0; 0; 0; 0; 2; 0; 0; 1; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0
Sátão; 0; 0; 5; 0; 0; 0; 20; 1; 0; 0; 3; 2; 0; 0; 4; 0; 80; 18; 0; 1; 0; 0; 0; 0; 14; 0; 1; 7; 1; 39; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 27; 0; 0; 0; 0; 2; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 9; 113
