;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Penela;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;132;0;0;0;1;0;0;0;0;1;0;0;0;0;11;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Sertã;4;0;1;0;1;14;0;0;0;1;0;0;2;72;0;128;15;0;0;4;0;0;0;0;6;0;0;4;0;17;51;0;0;0;0;0;0;0;1;4;2;0;0;1;0;0;2;0;4;0;0;0;0;0;0;1;0;0;34;0;0;0;0;0;0;0;0;1;0
Sines;0;1;32;0;0;2;0;0;17;2;0;0;1;1;0;3;2;0;0;15;0;21;0;0;0;0;0;0;0;1;164;0;0;2;0;0;0;1;0;11;0;0;0;0;0;0;1;3;4;0;1;0;0;10;0;43;1;0;0;0;0;0;0;0;0;0;0;1;0
Vila do Porto;2;0;4;0;10;9;1;0;2;2;0;0;0;3;0;7;5;0;0;2;0;3;0;0;0;0;1;0;0;3;29;0;0;0;0;1;0;0;0;1;0;0;0;0;31;0;0;0;4;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0
Alcochete;0;0;34;3;0;1;0;2;0;1;0;3;8;0;0;2;0;1;0;8;0;1;0;1;1;0;0;0;0;0;363;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;1;1;3;0;0;0;1;0;0;55;0;1;1;0;0;0;0;0;0;0;0;0;0
Alvaiázere;0;0;1;0;0;5;0;0;0;1;0;1;0;9;0;72;4;0;0;4;0;1;0;0;1;0;0;0;0;27;76;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;2;0;3;0;2;0;0;0;0;1;0;0;17;0;0;0;0;0;0;0;0;1;1
Ansião;0;0;1;0;0;1;0;0;2;0;1;1;0;6;0;199;7;0;0;3;0;2;0;0;4;0;0;0;0;48;20;0;0;1;0;0;0;1;0;0;0;1;0;5;0;0;2;0;3;0;0;0;0;0;1;0;0;2;8;0;0;0;0;0;0;0;0;1;3
Estremoz;0;0;17;0;0;2;0;0;13;0;0;0;1;12;0;8;3;9;0;83;0;16;0;0;0;0;0;0;0;2;129;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;30;0;3;0;0;0;0;0;0;6;1;0;2;0;0;0;0;0;0;0;0;0;1
Figueiró dos Vinhos;0;0;1;0;0;1;0;0;0;1;0;1;0;3;0;76;5;0;0;3;0;1;0;0;1;0;0;1;0;28;12;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;1
Golegã;1;1;1;0;0;3;0;0;0;0;0;2;2;6;0;5;6;0;0;4;0;2;0;0;0;0;0;0;0;6;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;17;0;0;0;0;0;27;2;0;0;0;0;0;0;0;0;0
Montemor-o-Novo;0;0;7;0;0;2;0;2;13;0;0;0;0;6;0;9;0;5;0;155;0;14;0;0;0;0;0;0;0;0;122;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;3;0;3;0;3;0;0;12;0;0;2;0;0;0;0;0;0;0;0;2;0
Óbidos;1;0;12;1;0;5;0;0;1;1;2;22;1;1;0;19;4;1;0;3;0;2;0;0;0;0;0;0;0;53;122;0;0;0;0;0;0;0;0;5;0;0;0;14;0;0;0;0;3;0;1;0;7;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0
Ourique;0;0;3;0;0;0;0;0;19;0;0;0;1;0;0;2;0;0;0;11;0;12;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Rio Maior;2;0;20;0;0;10;0;0;0;4;0;7;9;8;0;47;7;0;0;16;0;7;0;2;2;0;0;0;0;105;214;0;0;1;0;0;0;0;0;11;0;0;0;12;1;0;1;1;3;0;22;0;70;0;0;6;0;0;15;0;0;0;0;0;0;0;0;3;1
Santa Cruz das Flores;0;0;0;0;2;3;0;0;0;1;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;0;0;10;0;0;0;3;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0
Serpa;0;0;12;1;1;0;0;0;186;0;1;2;0;1;0;11;2;2;0;50;0;42;1;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;4;2;3;0;4;0;2;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0
Tábua;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;123;4;0;0;0;0;2;0;0;4;0;0;0;1;5;13;0;0;0;0;0;0;0;0;1;1;23;0;0;0;2;1;0;3;0;0;0;1;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;22
Vila Real de Santo António;0;0;9;1;0;2;0;0;24;1;1;0;1;7;0;12;4;2;0;16;0;147;0;0;0;0;0;0;0;6;100;3;0;0;0;0;0;0;0;5;0;0;0;1;0;0;3;5;3;0;0;0;1;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;1
Almodôvar;0;0;4;0;0;0;0;0;46;0;0;0;1;0;0;6;0;0;0;5;0;34;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0
Arruda dos Vinhos;0;0;24;0;0;3;0;0;1;0;0;3;9;2;0;6;2;1;0;2;0;1;0;0;0;0;0;0;0;2;300;0;0;0;0;0;0;0;3;11;0;0;1;3;0;0;3;0;2;0;2;0;11;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0
Azambuja;0;1;12;1;1;1;0;0;1;0;0;5;6;5;0;6;5;1;0;11;0;5;0;0;1;0;0;0;0;16;237;0;0;0;0;0;0;0;0;8;0;0;0;10;0;0;1;1;2;0;8;0;63;0;0;2;0;0;7;0;0;0;0;0;0;0;0;1;0
Bombarral;0;1;13;1;0;11;1;0;1;2;1;13;2;3;0;22;2;0;0;10;0;5;0;0;0;0;0;0;0;57;108;0;0;0;0;0;0;0;0;3;0;0;0;9;1;0;3;0;2;0;6;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;5
Cadaval;0;0;10;1;0;4;0;0;0;0;0;9;0;1;0;14;1;0;0;9;0;4;0;0;1;0;0;0;0;37;111;0;0;0;0;0;0;1;1;6;0;0;0;20;0;0;0;0;2;0;3;0;13;0;0;1;0;1;1;0;6;0;0;0;0;0;0;0;0
Campo Maior;1;0;6;0;0;0;0;0;1;1;0;0;0;10;0;12;5;8;0;33;0;3;0;0;0;0;0;1;0;3;45;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;46;0;2;0;0;0;4;0;0;4;0;0;7;0;0;0;0;0;0;0;0;0;0
Castanheira de Pêra;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;38;4;0;0;0;0;1;0;0;0;0;0;1;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
Castro Verde;0;0;13;0;0;1;0;0;59;1;0;0;0;1;0;11;1;0;0;21;0;46;0;0;0;0;0;0;0;0;54;2;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;4;4;0;1;0;0;0;0;0;0;0;0;1;0
Grândola;0;0;12;0;1;0;0;0;49;1;2;4;2;1;0;6;0;0;0;30;0;28;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;2;0;1;0;1;2;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
Monchique;0;0;10;0;0;2;0;0;8;0;0;0;0;1;0;4;0;0;0;5;0;38;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;12;2;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Oleiros;0;0;2;0;0;4;0;0;0;2;1;0;0;31;0;25;10;0;0;0;0;1;0;0;2;0;0;2;0;1;17;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Peniche;1;0;20;0;0;14;0;0;1;2;0;23;4;2;0;48;13;0;0;9;0;8;0;0;0;0;0;1;0;148;232;0;0;1;0;1;0;0;1;13;0;1;0;188;0;0;0;0;2;0;8;0;21;0;0;2;0;1;1;0;2;0;0;0;0;0;0;0;3
Ponte de Sor;8;0;13;0;0;5;0;0;3;1;0;2;4;26;0;45;13;3;0;39;0;11;0;0;0;0;0;4;0;6;131;0;0;1;0;0;0;0;0;5;0;1;0;2;1;0;62;0;2;0;2;0;12;0;0;4;0;0;7;1;0;0;0;0;0;0;0;1;1
Sobral de Monte Agraço;0;0;12;0;1;2;0;0;1;0;1;4;1;2;0;1;0;0;0;4;0;6;0;0;0;0;0;0;0;4;162;0;0;0;0;0;0;0;4;5;0;0;0;3;0;0;1;0;2;0;1;0;6;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0
Vila Nova da Barquinha;6;0;9;0;0;6;0;0;1;2;0;1;2;1;0;16;6;1;0;5;0;0;0;0;0;0;0;1;0;3;62;0;0;0;0;0;0;0;0;4;0;1;0;2;0;0;2;0;2;0;2;0;14;0;0;0;0;1;48;7;0;0;1;0;0;0;1;0;0
Vila Nova de Poiares;0;0;0;0;1;3;0;0;0;0;0;0;0;2;0;136;2;1;0;1;0;1;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2
Vila Velha de Ródão;0;0;0;0;0;0;0;0;1;0;0;0;1;26;0;3;5;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alandroal;0;0;5;0;0;0;0;0;6;0;0;0;0;1;0;3;0;2;0;24;0;4;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Alcoutim;0;0;1;0;0;0;0;0;5;0;0;0;0;1;0;2;0;0;0;3;0;17;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aljezur;0;0;5;1;0;0;0;0;2;0;0;0;0;3;0;2;1;0;0;2;0;21;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1
Alpiarça;0;0;12;0;0;2;0;0;0;0;2;0;3;2;0;8;2;1;0;7;0;1;0;0;1;0;0;1;0;6;63;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;38;0;0;1;1;0;5;1;0;0;0;0;0;0;0;1;0
Alter do Chão;0;0;1;0;0;1;0;0;3;0;0;0;1;9;0;1;2;4;0;9;0;2;0;0;0;0;0;1;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Arraiolos;0;0;9;0;0;0;0;0;7;0;2;0;0;2;0;3;1;0;0;106;0;2;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Avis;0;0;1;0;0;3;0;0;0;0;0;2;0;3;0;5;1;2;0;29;0;3;0;0;0;0;0;1;0;0;16;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;22;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Borba;0;0;14;0;0;1;0;0;9;0;0;0;0;6;0;2;3;4;0;49;0;16;0;0;1;0;0;1;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Castelo de Vide;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;9;0;0;0;0;1;0;0;0;0;0;31;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Cuba;0;0;2;0;0;0;0;0;89;0;0;0;1;1;0;5;2;1;0;17;0;9;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0
Elvas;0;0;23;0;0;1;0;1;12;4;0;1;3;20;0;19;13;79;0;112;0;19;0;0;2;0;0;3;0;4;154;0;0;0;0;0;0;1;1;15;0;0;0;2;0;0;117;1;1;0;3;0;5;0;0;3;0;0;2;0;0;0;0;0;0;0;1;0;1
Ferreira do Alentejo;0;0;4;0;0;3;0;0;77;0;0;1;0;2;0;1;1;1;0;24;0;10;0;0;0;0;0;0;0;0;60;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Ferreira do Zêzere;0;0;4;0;0;4;0;0;1;0;0;0;2;5;0;44;2;0;0;9;0;3;0;0;0;0;0;0;0;16;48;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;2;0;1;0;0;0;3;0;0;0;0;0;44;2;0;0;0;0;0;1;0;0;0
Lajes das Flores;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lourinhã;1;0;30;0;0;4;0;1;3;1;2;12;5;2;0;22;6;0;0;15;0;3;0;0;2;0;0;0;0;42;291;0;0;0;0;0;0;0;0;12;0;0;0;34;2;0;3;0;1;0;5;0;19;0;0;4;0;1;3;0;13;0;0;0;0;0;0;4;2
Moura;0;0;13;0;0;1;0;0;105;0;2;0;3;0;0;6;1;3;0;74;0;44;0;0;2;0;0;0;0;1;86;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;3;0;1;0;1;0;3;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;1
Pampilhosa da Serra;0;0;0;0;0;2;0;0;0;0;0;0;1;10;0;19;10;0;0;0;0;0;0;0;3;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Penamacor;2;0;0;0;0;2;0;0;0;0;1;0;0;31;1;2;20;0;0;0;0;2;0;0;11;0;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Redondo;0;0;4;0;0;0;0;0;10;1;0;1;0;1;0;0;0;5;0;74;0;5;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;8;0;1;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1
Reguengos de Monsaraz;0;0;11;0;0;1;0;2;34;0;0;0;0;3;0;6;0;0;0;92;0;6;0;0;0;0;0;0;0;2;41;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2;1;0;1;0;5;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
Sardoal;10;0;7;0;0;2;0;0;0;0;0;1;0;7;0;8;15;0;0;1;0;0;0;0;0;0;0;0;0;5;18;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;1;0;0;0;5;0;1;0;0;0;13;0;0;0;0;0;0;0;0;0;0
Viana do Alentejo;0;1;4;0;0;1;0;0;13;0;0;0;3;1;0;0;0;0;0;64;0;9;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Vila do Bispo;0;0;5;0;0;1;0;0;3;0;0;0;0;0;0;2;0;1;0;4;0;23;0;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;13;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Vila Viçosa;1;0;11;0;0;1;0;0;16;0;1;0;0;5;0;9;4;8;0;59;0;20;0;0;0;0;0;0;0;1;62;0;0;0;0;0;0;0;1;6;0;1;0;0;0;0;12;0;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2
Alcácer do Sal;0;0;11;0;0;3;0;0;26;0;0;0;2;0;0;2;4;0;0;48;0;12;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;1;0;0;0;0;3;1;0;37;2;1;1;0;0;0;0;0;0;0;0;0;0
Alvito;0;0;4;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;14;0;2;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Arronches;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;10;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barrancos;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Castro Marim;0;0;3;0;0;0;0;0;11;1;0;0;0;0;0;6;3;1;0;8;0;41;0;0;0;0;0;1;0;2;37;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
Constância;10;0;2;0;0;9;0;0;0;0;0;0;0;3;0;10;6;0;0;2;0;1;0;1;0;0;0;0;0;3;30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;2;0;3;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0
Corvo;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crato;1;0;0;0;0;0;0;0;0;0;1;0;0;4;0;4;4;1;0;6;0;2;0;0;0;0;0;0;0;2;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;1;0
Fronteira;1;0;3;0;0;0;0;0;1;2;0;0;0;4;0;4;0;1;0;7;0;1;0;0;1;0;0;0;0;1;13;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;13;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gavião;1;0;6;0;0;1;0;0;0;1;0;0;0;9;0;3;1;1;0;2;0;0;0;0;2;0;0;0;0;2;19;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;5;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Góis;0;1;0;0;0;3;0;0;0;0;0;1;0;1;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Idanha-a-Nova;0;0;3;0;0;0;0;0;0;0;2;0;0;42;0;9;17;0;0;4;0;1;0;0;3;0;0;84;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Marvão;0;0;9;0;0;1;0;0;0;1;0;0;0;8;0;3;1;3;0;16;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Mértola;1;0;7;0;0;0;0;0;38;0;0;0;0;0;0;7;1;0;0;6;0;24;0;0;1;0;0;0;0;0;35;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monforte;0;0;4;0;0;0;0;0;4;1;0;0;1;2;0;0;0;1;0;14;0;2;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Mora;0;0;1;1;0;3;0;0;3;0;0;0;0;2;0;5;0;0;0;30;0;2;0;0;0;0;0;1;0;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mourão;0;0;2;0;0;0;0;0;11;0;0;0;0;1;0;1;0;0;0;23;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nisa;1;0;6;0;0;1;0;0;2;0;1;0;1;31;0;8;7;0;0;20;0;2;0;0;2;0;0;0;0;1;36;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedrógão Grande;0;0;2;0;0;2;0;0;0;1;0;1;0;5;0;25;2;0;0;0;0;0;0;0;1;0;0;0;0;21;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;1
Portel;0;0;3;0;0;0;0;0;29;0;0;0;0;2;0;2;2;0;0;60;0;10;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Sousel;0;0;1;0;0;0;0;0;6;0;0;0;0;4;0;4;0;1;0;23;0;5;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Vendas Novas;2;0;18;1;0;2;0;0;13;0;0;2;1;0;0;2;2;1;0;36;0;7;0;0;0;0;0;1;0;2;109;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;4;0;0;0;2;0;6;0;0;33;0;0;2;0;0;0;0;0;0;0;0;1;1
Vidigueira;1;0;6;0;0;3;0;0;73;0;0;0;1;2;0;2;2;0;0;18;0;5;0;0;0;0;0;1;0;2;31;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;1;0;0;0;0;2;0;1;2;1;0;1;0;0;0;0;0;0;0;0;2;0
Vila de Rei;4;0;1;0;0;2;0;0;0;1;0;1;0;7;0;6;5;0;0;0;0;0;0;0;1;0;0;1;0;12;21;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;1;0;0;13;0;0;0;0;0;0;0;0;1;0